Category	Field	Description
ECONOMIC	ECONOMIC-HC02_VC80	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC03_VC80	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC04_VC80	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC01_VC81	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC02_VC81	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC03_VC81	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC04_VC81	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC01_VC82	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC02_VC82	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC03_VC82	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC04_VC82	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC01_VC83	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC02_VC83	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC03_VC83	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC04_VC83	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC01_VC84	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC02_VC84	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC03_VC84	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC04_VC84	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC01_VC85	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars)
ECONOMIC	ECONOMIC-HC02_VC85	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median household income (dollars)
ECONOMIC	ECONOMIC-HC01_VC86	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars)
ECONOMIC	ECONOMIC-HC02_VC86	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean household income (dollars)
ECONOMIC	ECONOMIC-HC01_VC88	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings
ECONOMIC	ECONOMIC-HC02_VC88	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings
ECONOMIC	ECONOMIC-HC03_VC88	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings
ECONOMIC	ECONOMIC-HC04_VC88	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings
ECONOMIC	ECONOMIC-HC01_VC89	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
ECONOMIC	ECONOMIC-HC02_VC89	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
ECONOMIC	ECONOMIC-HC01_VC90	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security
ECONOMIC	ECONOMIC-HC02_VC90	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security
ECONOMIC	ECONOMIC-HC03_VC90	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security
ECONOMIC	ECONOMIC-HC04_VC90	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security
ECONOMIC	ECONOMIC-HC01_VC91	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
ECONOMIC	ECONOMIC-HC02_VC91	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
ECONOMIC	ECONOMIC-HC01_VC92	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income
ECONOMIC	ECONOMIC-HC02_VC92	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income
ECONOMIC	ECONOMIC-HC03_VC92	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income
ECONOMIC	ECONOMIC-HC04_VC92	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income
ECONOMIC	ECONOMIC-HC01_VC93	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
ECONOMIC	ECONOMIC-HC02_VC93	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
ECONOMIC	ECONOMIC-HC01_VC95	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
ECONOMIC	ECONOMIC-HC02_VC95	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
ECONOMIC	ECONOMIC-HC03_VC95	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
ECONOMIC	ECONOMIC-HC04_VC95	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
ECONOMIC	ECONOMIC-HC01_VC96	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
ECONOMIC	ECONOMIC-HC02_VC96	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
ECONOMIC	ECONOMIC-HC01_VC97	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
ECONOMIC	ECONOMIC-HC02_VC97	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
ECONOMIC	ECONOMIC-HC03_VC97	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
ECONOMIC	ECONOMIC-HC04_VC97	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
ECONOMIC	ECONOMIC-HC01_VC98	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
ECONOMIC	ECONOMIC-HC02_VC98	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
ECONOMIC	ECONOMIC-HC01_VC99	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
ECONOMIC	ECONOMIC-HC02_VC99	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
ECONOMIC	ECONOMIC-HC03_VC99	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
ECONOMIC	ECONOMIC-HC04_VC99	Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
ECONOMIC	ECONOMIC-HC01_VC101	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Families
ECONOMIC	ECONOMIC-HC02_VC101	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Families
ECONOMIC	ECONOMIC-HC03_VC101	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Families
ECONOMIC	ECONOMIC-HC01_VC102	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than $10,000"
ECONOMIC	ECONOMIC-HC02_VC102	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than $10,000"
ECONOMIC	ECONOMIC-HC03_VC102	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than $10,000"
ECONOMIC	ECONOMIC-HC04_VC102	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Less than $10,000"
ECONOMIC	ECONOMIC-HC01_VC103	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999"
ECONOMIC	ECONOMIC-HC02_VC103	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999"
ECONOMIC	ECONOMIC-HC03_VC103	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999"
ECONOMIC	ECONOMIC-HC04_VC103	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $10,000 to $14,999"
ECONOMIC	ECONOMIC-HC01_VC104	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $15,000 to $24,999"
ECONOMIC	ECONOMIC-HC02_VC104	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $15,000 to $24,999"
ECONOMIC	ECONOMIC-HC03_VC104	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $15,000 to $24,999"
ECONOMIC	ECONOMIC-HC04_VC104	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $15,000 to $24,999"
ECONOMIC	ECONOMIC-HC01_VC105	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999"
ECONOMIC	ECONOMIC-HC02_VC105	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999"
ECONOMIC	ECONOMIC-HC03_VC105	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999"
ECONOMIC	ECONOMIC-HC04_VC105	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $25,000 to $34,999"
ECONOMIC	ECONOMIC-HC01_VC106	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999"
ECONOMIC	ECONOMIC-HC02_VC106	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999"
ECONOMIC	ECONOMIC-HC03_VC106	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999"
ECONOMIC	ECONOMIC-HC04_VC106	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $35,000 to $49,999"
ECONOMIC	ECONOMIC-HC01_VC107	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC02_VC107	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC03_VC107	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC04_VC107	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $50,000 to $74,999"
ECONOMIC	ECONOMIC-HC01_VC108	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC02_VC108	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC03_VC108	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC04_VC108	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $75,000 to $99,999"
ECONOMIC	ECONOMIC-HC01_VC109	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC02_VC109	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC03_VC109	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC04_VC109	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $100,000 to $149,999"
ECONOMIC	ECONOMIC-HC01_VC110	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC02_VC110	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC03_VC110	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC04_VC110	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $150,000 to $199,999"
ECONOMIC	ECONOMIC-HC01_VC111	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC02_VC111	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC03_VC111	"Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC04_VC111	"Percent Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - $200,000 or more"
ECONOMIC	ECONOMIC-HC01_VC112	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median family income (dollars)
ECONOMIC	ECONOMIC-HC02_VC112	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median family income (dollars)
ECONOMIC	ECONOMIC-HC01_VC113	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean family income (dollars)
ECONOMIC	ECONOMIC-HC02_VC113	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean family income (dollars)
ECONOMIC	ECONOMIC-HC01_VC115	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars)
ECONOMIC	ECONOMIC-HC02_VC115	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars)
ECONOMIC	ECONOMIC-HC01_VC117	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Nonfamily households
ECONOMIC	ECONOMIC-HC02_VC117	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Nonfamily households
ECONOMIC	ECONOMIC-HC03_VC117	Percent; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Nonfamily households
ECONOMIC	ECONOMIC-HC01_VC118	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median nonfamily income (dollars)
ECONOMIC	ECONOMIC-HC02_VC118	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median nonfamily income (dollars)
ECONOMIC	ECONOMIC-HC01_VC119	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean nonfamily income (dollars)
ECONOMIC	ECONOMIC-HC02_VC119	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Mean nonfamily income (dollars)
ECONOMIC	ECONOMIC-HC01_VC121	Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for workers (dollars)
ECONOMIC	ECONOMIC-HC02_VC121	Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for workers (dollars)
ECONOMIC	ECONOMIC-HC01_VC122	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for male full-time, year-round workers (dollars)"
ECONOMIC	ECONOMIC-HC02_VC122	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for male full-time, year-round workers (dollars)"
ECONOMIC	ECONOMIC-HC01_VC123	"Estimate; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for female full-time, year-round workers (dollars)"
ECONOMIC	ECONOMIC-HC02_VC123	"Margin of Error; INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS) - Median earnings for female full-time, year-round workers (dollars)"
ECONOMIC	ECONOMIC-HC01_VC127	Estimate; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population
ECONOMIC	ECONOMIC-HC02_VC127	Margin of Error; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population
ECONOMIC	ECONOMIC-HC03_VC127	Percent; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population
ECONOMIC	ECONOMIC-HC01_VC128	Estimate; HEALTH INSURANCE COVERAGE - With health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC128	Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC128	Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC128	Percent Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC129	Estimate; HEALTH INSURANCE COVERAGE - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC02_VC129	Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC03_VC129	Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC04_VC129	Percent Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC01_VC130	Estimate; HEALTH INSURANCE COVERAGE - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC02_VC130	Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC03_VC130	Percent; HEALTH INSURANCE COVERAGE - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC04_VC130	Percent Margin of Error; HEALTH INSURANCE COVERAGE - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC01_VC131	Estimate; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC131	Margin of Error; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC131	Percent; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC131	Percent Margin of Error; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC133	Estimate; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population under 18 years
ECONOMIC	ECONOMIC-HC02_VC133	Margin of Error; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population under 18 years
ECONOMIC	ECONOMIC-HC03_VC133	Percent; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population under 18 years
ECONOMIC	ECONOMIC-HC01_VC134	Estimate; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC134	Margin of Error; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC134	Percent; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC134	Percent Margin of Error; HEALTH INSURANCE COVERAGE - No health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC136	Estimate; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population 18 to 64 years
ECONOMIC	ECONOMIC-HC02_VC136	Margin of Error; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population 18 to 64 years
ECONOMIC	ECONOMIC-HC03_VC136	Percent; HEALTH INSURANCE COVERAGE - Civilian noninstitutionalized population 18 to 64 years
ECONOMIC	ECONOMIC-HC01_VC137	Estimate; HEALTH INSURANCE COVERAGE - In labor force:
ECONOMIC	ECONOMIC-HC02_VC137	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force:
ECONOMIC	ECONOMIC-HC03_VC137	Percent; HEALTH INSURANCE COVERAGE - In labor force:
ECONOMIC	ECONOMIC-HC01_VC138	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Employed:
ECONOMIC	ECONOMIC-HC02_VC138	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed:
ECONOMIC	ECONOMIC-HC03_VC138	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Employed:
ECONOMIC	ECONOMIC-HC01_VC139	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC139	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC139	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC139	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC140	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC02_VC140	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC03_VC140	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC04_VC140	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC01_VC141	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC02_VC141	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC03_VC141	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC04_VC141	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC01_VC142	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC142	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC142	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC142	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Employed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC143	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed:
ECONOMIC	ECONOMIC-HC02_VC143	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed:
ECONOMIC	ECONOMIC-HC03_VC143	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed:
ECONOMIC	ECONOMIC-HC01_VC144	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC144	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC144	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC144	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC145	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC02_VC145	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC03_VC145	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC04_VC145	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With private health insurance
